novelId,categoryName,name,authorName,description,chapters,views,powerStone,rating,imageUrl
21874775806339605,Sci-fi,Global Survival: 100 Times Cultivation Speed From The Start,,"Global Survival: 100 Times Cultivation Speed From The Start

It is the Year 2052, mining workers in Country A have accidentally dug through a bottomless pit. Bizarre-looking creatures have escaped from underground and caused a large number of civilian casualties.

The Abyssal Passage has opened!

Ten gigantic Golden Ranking Lists have also appeared in the sky. The strange phenomenon has plunged the whole world into chaos. The Golden Ranking Lists have evolved from the will of the world. Those who get ranked on the Golden Ranking Lists will receive heavenly opportunities; the higher the ranking, the greater the rewards. The first person to be on a Ranking List will get its only divine-grade reward!

From this point onwards, the fate of humanity will be all changed!

Chu Feng bounces up from the sofa, gasping for his breath as he awakens to the year 2052.

He can still feel the cold sensation of the long sword of his ‘good’ sworn Big Brother Lin Yi slicing through his heart.

“I…..I’m not dead?”

He soon realizes that he has been reborn 10 years back in time!
The Tribulation has not yet arrived; none of the tragedies has happened yet!

He knows what will happen in the next 10 years!

He must now seize Big Brother’s opportunities, he must avenge himself!

He must seize all the opportunities and ascend to the Golden Ranking Lists, and obtain all the divine-grade rewards as soon as possible before the invasion of the Abyss!

He must become even stronger!",,,42,3.31,https://book-pic.webnovel.com/bookcover/21874775806339605?imageMogr2/thumbnail/600&imageId=1638946936050
20731140906412805,Fantasy,Mage Academy: I Have Infinite Skill Points,,"Ye Ming transmigrated to a world of swords and magic, here there are giant dragons, elves, orcs, magical beasts, the undead… Ye Ming realized that he was a student who obtained the last place at the Hogwarts School of Witchcraft and Wizardry and was about to be expelled. “Ding, Supreme Skills System, loading……” “Ding, unknown reason, system bug has occurred……” “Fixing bug……” “Bug fixed, skill points remaining: max!” …… Looking at the skill panel that had appeared before his eyes, Ye Ming tried to click on the “+” icon behind the “Fireball” magic. “Ding! Your Fireball has improved, currently Level 6.” “Ding! Your Fireball has improved, currently Level 7.” “Ding! Your Fireball has improved, currently Level 8.” “Ding! Your Fireball has improved, currently Level 9.”...... “Congratulations on your self-taught mastery, you have understood the “Laws of Blasting Fire’, your Fireball has evolved to become Forbidden Spell: Dark Sun Blast!” Looking at the enormous fireball that was as deep and dark as a black hole floating before him, Ye Ming smiled and started going crazy on his skill points…… The next day, Ye Ming dragged his exhausted body to the wizardry academy library. He knew that he had to learn new skills now. Because~ the skills that he’d learned before all became forbidden spells! He tried to light a fire for a barbeque and almost blasted away the entire academy!",,,3,3.14,https://book-pic.webnovel.com/bookcover/20731140906412805?imageMogr2/thumbnail/600&imageId=1627439773997
21734301306441905,Fantasy,The Beast's Virgin Claim,Luna Liz,"WARNING: {R18+ ROMANCE}{Explicit sexual content}

~~~

""I only want you, Theia. Always have always will and this shall never change. How could I ever want another when I possess the one I solely exist for?""

""Phobos,"" I call his name fondly a need to hug him and breathe in his calming scent surfaces.

""I do not wish to treat you like you are made of glass because you aren't. Your body was made for me and it can handle everything I choose to give it. And this I will prove it to you.""

""When?"" I ask breathlessly as he ultimately turns around to meet my curious eyes. Golden rings outline his irises his beast announcing his presence and they stand as one before me. A wicked smile paints his face with a flash of canine displayed to me. A promise he gives that I will be ruthlessly devoured.

""When I fuck you senseless.""

~~~

After years of excruciating loneliness, Phobos approached me. A frightening beast, my soulmate who emerged from within the bounds of a ruthless thundering storm. The male I yearned for. He caught me off guard and I was under the spell he cast through his ocean eyes. A spell I couldn't defeat and that very moment I knew I was in trouble. The second our eyes met I knew he would bring me endless heartache.

We were childhood friends, him and I. Phobos the gentle and playful juvenile I grew up with and looked up to as a pup vanished and was replaced by a cold-hearted barbarian, he terrified me as he killed many with a blink of his eyes. No regret, no concern his beast often in control surging forward consuming his senses. They were equals.

How can I connect with a beast like him? How could I make him call me his? How can I love my childhood friend who has become a merciless monster?

~~~

#TBVC is a childhood friends to lovers dark romance erotic series with an age gap of 9 years between the protagonists. It will be a rollercoaster ride of emotions but will also have tons of delicious spice to heat you up. I truly hope you enjoy it my little wolves!",213,3.4M,52,4.66,https://book-pic.webnovel.com/bookcover/21734301306441905?imageMogr2/thumbnail/600&imageId=1644843731602
24611691505162305,Sci-fi,I Swear My Pool Don't Have A Python,,"After Wang Mang died, he turned into a giant python and evolved like crazy!
With the help of his family, he grew bigger and bigger! From the first few meters to tens of meters, and then to hundreds of meters!
From Burmese Python to Titan Python, and then to Deep Sea Python! When Wang Mang's size reached hundreds of meters, the earth took a sudden change and the disaster came...",,,29,3.64,https://book-pic.webnovel.com/bookcover/24611691505162305?imageMogr2/thumbnail/600&imageId=1712575388793
20256552506723605,Eastern,Cultivation! My Augmented Statuses Have Unlimited Duration CMASHUD,,"Jiang Li takes a meal and gains the status [Satiety].
[Satiety: Restores 1 Stamina per minute. Duration: ∞]
He no longer has to eat.
He sticks a talisman on himself and gains the status [Armored Horse Divine Travel].
[Armored Horse Divine Travel: Increase movement speed by 1000%. Duration: ∞]
Taking pills, gaining spiritual qi, refining the body, nurturing the soul, and increasing life expectancy...
He only needs one pill for the status to take effect for the rest of his life.
Those crippling secret techniques that boost power for three seconds but result in three-year feebleness? They are now the most powerful and most amazing techniques!
Waiting for a thousand years to comprehend the Dao after using one enlightenment pill? No, he is comprehending the Dao every day!
He is Jiang Li, a Prince Charming who can turn an instant into eternity →_→...",,,29,4.43,https://book-pic.webnovel.com/bookcover/20256552506723605?imageMogr2/thumbnail/600&imageId=1624848688730
20831344106434605,Action,Martial Arts System,Alekzi,"Kurogami Ichiro was desperate because he couldn't achieve what he wanted when he once started his martial arts path at age of 8!

35 Years he spent training and honing his martial arts, but he always felt like he was born in the wrong era...

And fate played its tricks and Ichiro lost his life while saving a young girl's life and no matter how much he trained his martial arts.

He couldn't escape from death.

But.. his story didn't end there...

He reincarnated to a different world where martial arts and people with strength are targets of admiration...

Can Ichiro finally reach his dream while having the assistance of the Martial Arts System?

Martial Arts System seemed simple at first... But Ichiro will slowly find out...

That the Martial Arts System is far from simple.
________________________________
Disclaimer: The cover is my own, made by Dini Marlina

__________________
https://www.patreon.com/aesirproductions

Me, alongside my friends, decided to create a novel. Please, check it out, and support if you enjoy it. I can promise, it's going to be a wild ride.",432,5.6M,11,4.45,https://book-pic.webnovel.com/bookcover/20831344106434605?imageMogr2/thumbnail/600&imageId=1651300413990
19668760106035605,Urban,Big Shot Little Jiaojiao Breaks Her Persona Again BSLJBHPA,,"The daughter of the Chi family has been living in the mountains for sixteen years. Suddenly, she returns to the White City. However, it's soon found out that this missy’s image is a little off. On the first day, the paparazzi catches her having a meal with one of the best actors. The photographs quickly top the hot searches.
Best Actor: Don’t make wild guesses. She is my boss and I am her underling.
Netizens: As if we would believe you!
The next day, the paparazzi catches a financial tycoon tying her shoelaces in the middle of the street. This goes onto the hot searches once again.
Some financial tycoon: Don’t make wild guesses. She is my boss and I am her underling.
Netizens: (⊙…⊙)
On the third day, the Chi family’s missy dominates the hot searches again with paparazzi photos of a big shot in the medical field sending her to school.
Big shot in the medical field: I’m sorry, but she is my boss.
Netizens: Where is the pretty-face Jiaojiao we were promised? Her image is collapsing.
Just as the netizens are gradually getting used to Chi Jiao’s antics, the paparazzi catches her walking into the Civil Affairs Bureau with the head of the Quan family, Quan Jue. Many say that the strategies employed by Quan Jue are brilliant, sly in nature, and brutal. He's an extremely ruthless figure.
Quan Jue: I would like to introduce you all to my wife, Chi Jiao. Jiaojiao has been weak and sickly since young. Do not bully her.
Netizens: Master Quan, I think you have some misunderstandings about your wife.
Chi Jiao suffered a violent death in her previous life. Her soul witnessed that man kiss her remains and perish together with the person who killed her. Only then did she realize that the illegitimate son living in her household had humbled himself because of his love for her. The reincarnated Chi Jiao’s main mission this lifetime is to woo Quan Jue, and become the Little Jiajiao in his heart.",,,68,4.63,https://book-pic.webnovel.com/bookcover/19668760106035605?imageMogr2/thumbnail/600&imageId=1618545387532
24127026205126105,General,The Male Lead Suddenly Became My Lapdog after I Annulled Our Engagement,,"He Miao transmigrated into a book, becoming the ugly, foolish female supporting character who behaved crudely, no thanks to being raised in a village. She kept hovering around the male lead and eventually provoked the female lead, who had a System, and was cheated into losing her company shares. Her own father married her off to a violent, abusive husband, and she ended her life as cannon fodder due to one of his violent fits. To avoid that tragic end, He Miao made two choices. The first was to escape the He family as soon as possible, while the second was...Asking the male lead out for a meeting, she told him, ""I don't love you anymore. Let's annul our engagement."" Jing Yan, who was still racking his brains on how he could get away from her annoying presence, exclaimed, ""Are you serious?""Seeing that he was distrustful, He Miao took out the engagement gifts and stuffed them into his hands, ignoring his scornful reaction as she turned to leave. The annulled engagement meant half of her previous tragic fate was avoided, which improved her mood considerably. Hugging the little dog she adopted, she peppered it with kisses in her cheerful spirit, ignoring the fact that it stiffened in her arms... Still, it started to act weird recently as it would run circles around her in the morning while throwing a fuss at night and trying to run outside, even succeeding a few times. He Miao consulted many veterinarians and experts on the matter, but she did not know that the dog's rebellious attitude was because Jing Yan's soul had transmigrated into it! Everyone knows that Jing Yan's fiancee is an ugly, stupid, annoying village bumpkin who bugged him every day. But she was at least tactful enough to annul their engagement. And yet, the same Jing Yan who had always acted high and mighty knelt in front of a fairy-like girl to help her put on her shoes as he asked unhappily, ""It's already been so long... Can we get engaged again already?""Everyone stared blankly, dumbstruck. Wasn't his fiancee supposed to be ugly and stupid? She's clearly enchantingly beautiful! Who spread those rumors in the first place?!",,,9,4.4,https://book-pic.webnovel.com/bookcover/24127026205126105?imageMogr2/thumbnail/600&imageId=1661407456412
22271063005232105,Urban,Chasing My Rejected Wife,J.Liu,"After three years of marriage, Amber was terminated by infertility. When the mistress, her younger sister, showed up with a big belly, her heart was dead. Kicking out from that callous family and cheating by Rodeny, a man she had loved for 5 years, she chose to disappear without getting a penny after the divorce.",873,1.6M,79,2.82,https://book-pic.webnovel.com/bookcover/22271063005232105?imageMogr2/thumbnail/600&imageId=1684500280399
15737134505789905,Urban,"Forensic Doctor, Moe Wife MOW",,"Born as twins, but Mu Qiqi was left suffering every torment and became the greatest scapegoat in history only because she was not a better actress than her sister!
That was when she had a nasty thought on how she would escape her family: she would marry the archnemesis of her own parents. She just never imagined that it would come true!
However, she soon grew addicted to being the enemy’s wife: after the hardship of being the daughter of her parents, for her naughty husband was giving her strength and aided her revenge.
Life does not get any better!
***
“Doesn’t payback feel awesome?”
“It does!”
“Well, I can make you feel even better!""",,,31,4.75,https://book-pic.webnovel.com/bookcover/15737134505789905?imageMogr2/thumbnail/600&imageId=1583758185587
19099788306398305,History,The Princess Consort Has A Lethal Destiny PCLD,,"No one told Xie Qiao that the after effects of transmigrating into a fetus would be so great. The moment she did it, she became sickly. Fortunately, she had maximum affinity with living creatures. The animals she reared could fight, the herbs she planted could live. She could write talismans, read fortunes, and get rid of love interests. She could perform divination, detect aura, and read Fengshui. She could also good at the chess, music, literature, art, carving, and cooking, so she could earn a lot of money. And she was now taken back by the crown prince. “I heard that the princess consort brought about a lethal fate to her parents since young, and she has a lethal destiny. She’s someone who will not live long. If she marries the crown prince, she might not be able to protect her life. Very soon, she’ll kick the bucket!”
This was the secret news of the imperial city.
Several years later…
“Grandfather, Grandmother, did anyone place bets on when you’re going to die today?”",,,20,4.62,https://book-pic.webnovel.com/bookcover/19099788306398305?imageMogr2/thumbnail/600&imageId=1616726797666
23993318105066905,Fantasy,Reincarnated As A Plant Life,Kurai_Takahashi,"Lucius Mc. Conol, once the leader of a ghost division, is captured and killed on a mission. However, not all is lost as he finds himself reincarnated in another world... as a leafling?

Join Lucius as he teaches lower leveled plant life human tactics, bringing to them new concepts and powers.

*Ding* [You've leveled up]

This is a kingdom-building, evolution story which sees Lucius encounter beings from different species, spreading his influence and 'mystical' powers.

===
This novel is more a cultivation novel than it is a system novel. The system just adds extra aspects to the cultivation trope, however, this is a cultivation novel at its core.",274,2.6M,19,4.61,https://book-pic.webnovel.com/bookcover/23993318105066905?imageMogr2/thumbnail/600&imageId=1665855400080
22608088705403705,Fantasy,Mated To An Enemy,zwoz,"“Duty before heart,” Ashleigh replied firmly.
“What is that supposed to mean?”
“It means I will do my job. But Caleb is just my duty, you are my heart.”
***
Two men, two distinct feelings of attraction and trust.
Ashleigh struggles to understand the feelings in her heart. Torn between the man she has loved for the past two years and the cold Alpha of an enemy pack, can Ashleigh figure out which of these men she truly wants to be mated to?
Does she really have a choice?
She is the daughter of Alpha Wyatt of Winter, the largest of the four Werewolf Packs. For two years she has eagerly awaited her eighteenth birthday so she can finally be married and mated to her love, Granger. But just before that magical day she runs into a significant problem: she finds herself bonded to another wolf.
Her fated bond happens to be Alpha Caleb of Summer, the man whose father was supposedly murdered by one of her own.

As if that wasn’t enough, every pack is suddenly reporting attacks from rogue wolves. Now Ashleigh is faced not only with a war in her heart, but one in real life.

Will they be able to work together, putting aside all their heart ache and pain to keep their packs safe from the enemy that threatens them all? Or will this love eventually become their downfall?


**Note from the author**
1. This is a slow burn for FL and ML
2. Trigger warnings all around. Abuse, trauma, gaslighting and manipulation. These themes are present all throughout the book in different ways.
3. This book is not just about the FL and ML, the cast of characters and side characters are full of rich backstories and their own chapters that play into the central plot of the story.
4. FL is young, she is flawed and she WILL piss you off. We all need time and experience to grow up.

Join my discord server:",781,2.7M,52,4.8,https://book-pic.webnovel.com/bookcover/22608088705403705?imageMogr2/thumbnail/600&imageId=1663427020372
18413449906725905,LGBT+,(BL) Quick Transmigration: Homewrecker System!,ForeverPupa,"[COMPLETED.]

Transmigrated to be a Homewrecker?!
Bai Yunyu was a sunny, nineteen years old who just got his first role as a small actor.

However, a small unfortunate step on the road almost costed him his life!

A strange, orange pupa shaped robot called Homewrecker System appeared in front of him and saved his life. It forced Yunyu to jump into many worlds to complete the task to be a Homewrecker between the main couple to save the world!

Yunyu is a serious student, his objective is to save the world! But the target of each world seems to be attracted to him in some weird way.

Yunyu: System! I feel like they fall in love with me easily, am I too handsome to handle?
Pupa: No, you are just cheap.
*****
Hi! ForeverPupa here! ^u^)/
This is a BL (Boys Love) Quick Transmigration novel with many worlds!
There will be many weird setups for us to discover!
Please expect:
- 1v1 main ship.
- Comedy and Angst blended into one!
- Smut, Smut, and SMUTT!
- PLOT TWIST.
****
Official Commissioned Cover.
****
Check my other novel!
BL novels:
- Homewrecker System (Completed)
- Werewolf Prince is My New Pet! (Hiatus)
- Gardenia of Blooming Desire (Completed)
FL novels
- Divorced My Scum Husband, Married His Evil Brother (Completed)
- He Stole Me From my Deadbeat Husband (Completed)
- Rent A Boyfriend (Completed)
- She Becomes A Hot Sensation After Scandalous Affair
**
Contact me:
Instagram: @foreverpupa","1,001",6.0M,45,4.78,https://book-pic.webnovel.com/bookcover/18413449906725905?imageMogr2/thumbnail/600&imageId=1665892141074
23117956105028705,Urban,Reborn: The Return of the Villainous Mr. Liu,enthu_reader,"""All I wanted was a perfect love story. But I forgot villains don't get happy endings.""

---

""You will be my wife one day.""

Declared Liu Jun - the handsome and wealthy young master to his beloved childhood friend. He vowed to marry her at all costs.

But that vow made him a villain. 

The woman he desired didn't return his love. Crazy and heartbroken, he crashed into her wedding, who was going to marry the love of her life, Liu Jin, unfortunately his own younger brother.

Circumstances took a drastic turn, leaving him with only one choice to pay for his sins - His death.

But fate gave him another chance.

Liu Jun was reborn.

In this new life, he chose to let go of his love and start anew. He discarded his villain's identity and closed his heart forever.

But a new encounter and new troubles come knocking on his door with the secrets of his past life that even he doesn't know.

Will the villainous Mr. Liu find his happy ending this time?

*Excerpt*

Ai said, ""I forgot to clarify something. It seems you have a misunderstanding that I am interested in you because I stared at you.""

Jun blinked once.

""Rest assured that's not the case. I won't look at you that way. You are not my type.""

***
Cover designed by @vatarison.art.

Follow me on insta - enthu_reader7
Discord - https://discord.gg/CbhNys444r",862,2.2M,255,4.79,https://book-pic.webnovel.com/bookcover/23117956105028705?imageMogr2/thumbnail/600&imageId=1651222838159
17932851106749705,Realistic,Never Judge,wounded_warrior,"Cedric Reyes has a secret, he is the heir and eldest son of the rich and powerful Reyes clan. As tradition all heirs of their family have to go through a form of poverty training at the age of fifteen. They are left to fend for themselves with no contact and barely any money.

Since leaving, he's gotten married to Adrianna Herandez, the Treasure of the Hernandez clan. Adrianna's family had always looked down at him due to his humble origins, but Adrianna has always stuck by him. Treated badly by his classmates in the past, and his in law in the present. They are about to encounter the shock of their lives.

The Reyes Heir rules the country with his friends, the four princes, who are each from powerful and well respected families.

Join my discord server: https://discord.gg/PXnT6AcQWH

Follow me: @wounded_warriorauthor on Instagram","1,120",6.8M,31,4.6,https://book-pic.webnovel.com/bookcover/17932851106749705?imageMogr2/thumbnail/600&imageId=1685281167450
19099782705245505,Urban,Rebirth from the Ashes RFTA,,,,,43,4.63,https://book-pic.webnovel.com/bookcover/19099782705245505?imageMogr2/thumbnail/600&imageId=1616727544355
20104587505512705,Fantasy,Combat Maid Harem,Daoist_Little_Yun,"I turned my assassin into my maid with the power of money! Money is all-powerful!

It was a world full of swords and magic; Lawrend was the son of the wealthiest merchant in town. Since the age of 7, he had been having dreams. A dream about a past life in a modern civilization where monsters are nonexistent, and humans dominate the world. Lawrend saw Iron birds, Magical bricks that display moving paintings, Thunder wielding, and many more.

There was a scene in one of the dreams that made Lawrend’s heart beat fast. A row of a dozen maids bowing in front of him. Each dressed in a french maid outfit.

Something awakened inside Lawrend when he had that dream. A fervent desire to have his very own Maid Harem!

NOTE: READ THE AUXILIARY CHAPTER FIRST

Chapter 69 is the first smut chapter.

UPDATE December 2, 2021:
I have provided a summary for Chapters 1 - 37 as I'm starting to rewrite them. It can be found in the Auxiliary Volume. Please give this novel another chance. I want to redeem myself as an author.

UPDATE January 19, 2022:
I already wrote the sequel for this novel called, ""Lewd Cultivation System"". The connection will be mentioned in the future, but for now, the connection isn't obvious. It can be read without prior knowledge about Combat Maid Harem.

UPDATE February 11, 2022:
For reasons I do not know, this book got nominated for WSA 2021, which is a huge success for this book. Basically, it means that this book is good enough but not good enough to get the gold, silver, or bronze places.

UPDATE October 3, 2023:
I've decided to pause this novel. I will end it when I have the time. For now, I'll go resume ""Lewd Cultivation System""
=====
Join my discord! Talk to me about stuff.
https://bit.ly/LittleYunDiscord

Chapter Length: 1000 words

ADDITIONAL NOTE: PLEASE READ TILL CHAPTER 40+ BEFORE DECIDING ON ANYTHING. I'M SURE YOU WON'T REGRET IT",841,4.5M,6,3.94,https://book-pic.webnovel.com/bookcover/20104587505512705?imageMogr2/thumbnail/600&imageId=1685967849511
23122499406286705,Fantasy,Vampire Summoner's Rebirth: Summoning The Vampire Queen At The Start,PancakesWitch,"After an ultimate battle against the King of Hell Lucifer, Asmodeus, the Vampire Emperor, has fallen. Although he lost, he died without regrets and with a smile, prideful that he had managed to corner the King of Hell himself to such an extent.

However, due to a sick twist of fate, Lucifer himself decided to reincarnate him into the feeble body of a human child named Blake, desiring a rematch in the future!

Now, given a new opportunity at life, Blake will use every possible way to grow stronger and protect his new family in a turbulent world where people can summon spirits to fight and develop their magical powers.

Armed with only a Grimoire, he’ll slowly summon all of his previous life subordinates, who are all powerful Vampires, and rise to the top while fighting the ever-growing menace of the Demon Towers.

Accompany Blake through a journey filled with excitement and growth and experience the rise of the Vampire Emperor. A new Era of Blood is about to begin.

Over 100000 Words available for FREE!

Daily Chapters",970,3.1M,58,4.76,https://book-pic.webnovel.com/bookcover/23122499406286705?imageMogr2/thumbnail/600&imageId=1704792310165
21637132706122805,Fantasy,One Last System,MotivatedSloth,"Scorned by the world he was born in, Arthur had no other choice but to learn how to deal with it. Yet, just as his hard work and dedication were about to pay off, the hate towards his origins brought him to his death.

But that wasn't his fate. His future wasn't supposed to end with his head cracking against the edge of the stairs. His bloodline could not die as that would be against the wish of the universe itself.

Thrown to another world, he found himself in a situation where the skills and craft he honed would be no longer of use. His patience, his creativity, his logical thinking were no longer in demand in a world where strength reigned supreme.

Or was it?

""My system is overpowered. I'm not shameless enough to deny it.""

""Scores of women and slaves all around? Those are the wishes of a naive kid, not mine.""

""Lower the price of those apples by a quarter and we will have a deal!""

""Dear, stop, I cannot hold any longer!""

Jump in and follow Arthur's adventures as he proves that even the illogical world of sword and cultivation has its own rules. Laws, that one can learn, laws, that Arthur sets off to use to his own advantage!


****

This novel will have some comedic elements, but it won't be the core of the story. I also won't hold back any punches when it comes to dark humor, heavy elements or morally ambiguous aspects. If you are looking for a fckboy/edgelord/cliche, then his novel is not for you.

Discord: https://discord.gg/PNGgcMr",509,3.1M,0,4.08,https://book-pic.webnovel.com/bookcover/21637132706122805?imageMogr2/thumbnail/600&imageId=1684148250487
14469985405456205,Fantasy,Abe the Wizard ATW,,"I was reincarnated into another world, and I brought the Horadric Cube from Diablo II with me.
Being a knight is cool and all, but being a wizard is pretty neat as well.
So, which one will it be?",,,33,4.1,https://book-pic.webnovel.com/bookcover/14469985405456205?imageMogr2/thumbnail/600&imageId=1577190372790
23886133905061305,General,I Am A Boss Mommy That Wants To Slack BMS,,"Everyone knew that after the young lady Miss Shen was abandoned by a wild man, she became self-indulgent and fell pregnant without marrying. After she was driven out of her house, she fell into a state of despair. The infamous Shen Ruojing, however, appeared at the birthday banquet of the Chu family’s old madam. Everyone taunted her. “The ones who send millions in gift money sit at one table, while those who send tens of millions in gift money sit at the other.” “Miss Shen, how much did you give?” The crowd waited for her to make a fool of herself, but Shen Ruojing pulled out an adorable little boy from behind her and said, “Excuse me Madam, which table will your eldest grandson sit at?” *** Both mother and son were brought into the Chu family, and Shen Ruojing wanted to spend her daze lazing about, but was met with rejection from the family in various ways. “We have first-class hackers, music masters, tech experts… Everyone is well-known in this family. What do you bring?” Shen Ruojing rubbed her chin. “Well, all of those things you mentioned… I know a little bit of everything.” Her three adorable babies stood beside her and nodded in unison, “We can testify that Mommy does know a little bit of everything!”",,,67,4.13,https://book-pic.webnovel.com/bookcover/23886133905061305?imageMogr2/thumbnail/600&imageId=1684810279432
11046203006242805,Fantasy,Prodigiously Amazing Weaponsmith PAW,,"When trash become a genius—one word: Fierce! Two words: Two-faced! Three words: Too heaven defying!

She is the foremost and outstanding armament refining master. Passing through a dynasty, and became a publicly humiliated and bullied Third Young Miss. Ancient beasts, too outrageous? Obediently become a docile pet, or I’ll make you into soup!

Ninth rank talent, rare talent in a thousand years? She born with a godly constitution, crushing all geniuses!

Peak level Profound Grade Armament, beyond priceless? Sorry to say, but the bowl she uses to feed the cat is already at the God Grade…..she possessed a pair of eyes that could see through everything, yet there was only one thing she couldn’t see through — him!

Merely exposing his demonic smile, a certain Lord lightly loosened his belt: “Can’t see through? Do not fret, you can slowly view when you return to the room. I’ll allow you to scrupulously inspect from head to toe.”",,,121,4.5,https://book-pic.webnovel.com/bookcover/11046203006242805?imageMogr2/thumbnail/600&imageId=1547635710795
22968973305337505,Urban,God-tier Farm,,"At a low point in his life, Xia Ruofei discovered that a scroll that was passed down in his family had a hidden secret: it contained its own independent world.
In the space, there was a spiritual pond that enhanced the growth of plants. There were mysterious spiritual flowers that could cure illnesses. Time in the independent world flowed at a pace ten times that of the outside world. Everything he planted there was of supreme grade and grew at a rapid pace. Everything he raised gained sentience.
From that day forth, Xia Ruofei began a different, brilliant life of planting succulent plants and vegetables, raising animals and flirting with beauties.",,,13,3.1,https://book-pic.webnovel.com/bookcover/22968973305337505?imageMogr2/thumbnail/600&imageId=1649827991104
24742512506968405,Fantasy,World’s Strongest Became the Game’s Weakest Villain,Chestnutriceeee,"I was the awakened on the path to become the strongest, but instead, I became the final boss of an Eroge.

Pushed into the body of Eugene Hall who was but a petty villain that somehow spelled the end of the World, I had to live again in a world of demons and gods.

Moreover, the main characters were all regressors who wanted me dead.

Now I was stuck as a villain with heroes and villains, demons and gods all coming after my life. And even beyond them were the oncoming outer gods that wanted the world gone.

And honestly? I didn't care.

My path was the path to the strongest! Nothing else could come in my way!!

****
Five Extra Chapters for Every Castle!
Extra Chapter for Every 100 PS and 50 Golden Tickets!

---

Get some reference Character Images on- https://discord.gg/HPNjCk6xbj",469,3.1M,0,4.63,https://book-pic.webnovel.com/bookcover/24742512506968405?imageMogr2/thumbnail/600&imageId=1691402441520
24895392406436105,LGBT+,Captured By The Cold Detective (BL),delanasiwarka,"[CRIME/OMEGAVERSE]
Was it possible for the devil to get his own happy ending?

A major accident seven years ago had stolen He Juan’s memory away from him, wiping it so clean that the only things he were left with were only his name, numerous scars all over his body and a nasty side effect as a result of the aftermath.

Seven years passed by and when He Juan thought he could live like a normal person again, a fateful day led him to be the prime suspect of the murder case of his neighbor who had written his name as her dying message — whom, in his defense, he had not even talked to!

It was then that he met Mu Yuze, the lone wolf of the Violent Crime Investigation Unit; the cold, intimidating man with beautiful and intense midnight blue eyes who seemed to hate him at first sight for some reason He Juan couldn’t comprehend.

One after another, bizarre cases intruded on He Juan's normal life and turned it upside down, bringing light to a dusty past he thought he could never remember again. In the end, he had to learn that even if he had forgotten who he once was… there were still some sins he had to atone.

***

Gentle, klutzy and smiling Alpha whom nobody dares to offend for some mysterious reason x cold, possessive and cinnamon roll Omega (maybe a little yandere here and there)

Additional tags: top/gong/seme protagonist, action, case-solving, organized crime, thriller, gore, slice of life, tragedy, detectives, disabled characters, murders, teamwork, investigation, yaoi, mature, past plays a big part, 1 vs 1, love interest falls in love first

Find me on:
Instagram: delanasiwarka
Discord: delanasiwarka#1490
Discord server: bit.ly/delanadiscord",734,1.9M,51,4.83,https://book-pic.webnovel.com/bookcover/24895392406436105?imageMogr2/thumbnail/600&imageId=1710393097208
24312727605504105,Fantasy,Villainous Young Master's Otherworldly Harem,starry8sword,"Jumping From World to the world: Intergalactic or Urban, World of Cultivation or Continent of Magic, Fighting other protagonists, hooking with beautiful heroines, plundering treasures, and suppressing a myriad of people, Our Protagonist(Villain) can do it all.

After living an ordinary life for years, a man finally got transmigrated to another world. He woke up in the body of a boy named Jun Tianyun.

"" A world which got its own protagonists and villains, am I just a side character?"" Jun Tianyun mumbled.

Thankfully, he activated Heaven's Fortune System.

"" Jun Tianyun! You crippled my power and stole my wife! You villain! You will be punished by heaven!""

A protagonist screamed as he coughed a mouthful of blood.

"" I didn't do anything. It was your fate!"" Jun Tianyun explained kindly.

"" Brother Jun! Because of you, I am still alive and living a normal life with my wife and two children. You are a saint!""

A villain spoke with an emotional voice.

"" I didn't do anything. You earned your chance of redemption."" Jun Tianyun sighed.

[ Ding! A female with high Destiny Point is detected! Whether Host wants to steal her destiny or conquer the heroine?]

"" This..."" Jun Tianyun fell in dillema.

"" Sigh, Changing the fate, So burdensome.""

Jun Tianyun sighed as he saw a bunch of heroines fighting for him.

.....................................................................................................................................",472,3.4M,41,3.93,https://book-pic.webnovel.com/bookcover/24312727605504105?imageMogr2/thumbnail/600&imageId=1705032431140
22481322206805005,LGBT+,Seduce The Villainess (GL),HopelesslyRomantic,"Every story needs a great evil for the hero or heroine to defeat…

The wicked stepmother who torments Cinderella.
The fearsome dragon who kidnaps the princess.
The fake rich daughter who bullies the real.
An evil demon queen hell bent on destroying the world.

Yet sometimes these villains defeat the heroes.

Agent 214 has been tasked to enter these dangerous worlds and eliminate these evil villainesses before they have the chance to win.

But why is every story a little different than what it first seems?",355,2.7M,25,4.89,https://book-pic.webnovel.com/bookcover/22481322206805005?imageMogr2/thumbnail/600&imageId=1644855352075
20425834106358105,Eastern,Reincarnated as an Energy with a System,Snoring_Panda,,"1,510",14.3M,182,4.36,https://book-pic.webnovel.com/bookcover/20425834106358105?imageMogr2/thumbnail/600&imageId=1714832916240
